SoC_start (%),I_charge (A),V_charge (V),Efisiensi,T_battery (°C),T_charge (menit),Degradasi Baterai
13.098421673703132,72.68312720686001,625.6577122412325,0.9009963457849957,42.16403420811819,40.72259605959636,0.09385892921644613
27.086439739970768,299.96308708653544,621.1753051542354,0.9369268332277251,34.504796061512565,8.019030397116186,0.47592408719066
22.67163357916325,221.62171546673272,470.7179557167076,0.8522811244993422,38.161929860334695,16.698755927792824,0.3020101770901503
25.688230897935103,261.11052538186107,464.7980106541458,0.895907485364424,34.08096472747856,13.122211242354552,0.3797991537118643
17.516098508570657,146.2470978442697,431.28627867524915,0.8521096330076863,34.86964585497404,29.466058766996483,0.16367137909478524
18.40741010343227,109.83519472950547,315.6798558651681,0.946794724339658,29.370203723147405,47.72080092556159,0.10571840994395124
20.68519976435272,182.85343106131376,547.7985241054407,0.9339543273707122,37.537304921662624,16.27818024657213,0.22755684640318694
22.757146717119053,161.50171921349914,475.41153241602285,0.9464370150468951,34.948496280954316,20.40896387904369,0.18697079406320863
29.60493353190008,214.89017665863963,334.1550762029162,0.9099454628297324,39.278669937322555,20.685378039244185,0.2907935441328126
18.062133593959437,268.246289348334,688.6905666946611,0.8807138949414243,20.322144390567043,9.66925857325765,0.37289249622985843
25.217263505896426,242.45029581627924,486.0050389408467,0.9012461383269903,36.70958812791926,13.520590968041107,0.34297577019447995
28.505910601379092,246.30956949177806,437.6725108331116,0.8927736080297926,29.809394657910637,14.262625170119232,0.33832814492983726
15.604198527214429,236.18970426844538,693.8104457599957,0.9449794344855027,20.549384681065057,10.464004480648093,0.30101189177735677
27.401424855158613,237.83929501629902,431.90682725031,0.906662721931381,43.59977804150671,14.966142913635323,0.34739032952466536
20.109279020165623,212.06410473992298,605.843289096957,0.9325770119581088,39.91821099498157,12.802223309030087,0.2865494006935847
19.73682041326098,111.10500742875439,783.2719028667232,0.8978462507426378,26.669217654982614,19.722839229253477,0.1024788394238968
19.958698928729405,293.4639921369426,696.2007982181566,0.894985216993958,39.37986233952016,8.404466844796096,0.4690247185747816
24.228639552906262,280.49882059334254,328.11488046666,0.9097486267750672,38.49248983707743,17.375125040764516,0.4348068742422284
11.245975805945378,202.98749241009313,679.1236351466586,0.9143614256990261,38.458965861472606,13.519270642356158,0.26603886068343113
25.09812326192858,164.35255177758182,674.127816736098,0.949667153026196,34.830113443937684,13.667963548719985,0.19126827915003397
18.109815793082376,227.21119115294968,742.6477996997858,0.9023517634087634,38.6549952304169,10.326296437345214,0.31448892649229276
14.108682966031186,270.02301160570494,406.57190766040657,0.8885083491369332,30.04090662340314,16.90638806781144,0.39317798424246386
14.542214815080586,161.38877518833908,600.0637880229056,0.8901336083606385,43.58332599442132,19.03386207646672,0.2046393314281304
29.937829819507158,238.8922332718631,307.2728457478271,0.8996066843837117,33.95597977858906,20.370698803713015,0.3298529717284737
27.014932491994884,261.26213840390716,421.3065538836685,0.9204056334677015,32.67839613736384,13.831882223131348,0.37747637953374347
28.946431131534073,138.77197044539997,684.478864000977,0.9260903278230341,21.845426651592284,15.508578037862742,0.13016741976696344
19.702624616172912,93.33418382982975,345.51225839904504,0.9398827442079809,23.554408942971484,50.86566283058765,0.07789256493368264
14.110490056078826,193.71421618961938,545.0811083083566,0.8560903286352411,22.998138187513444,18.243121004981933,0.22059182774378813
27.545396963203853,141.0056810383136,641.4727425071883,0.8867576673516525,43.523675171738006,17.343927133680022,0.17401528906429065
17.424154289750682,200.0984572264608,371.1458022111362,0.8739731529176279,20.106653695562244,24.42687296842697,0.2279627589497765
18.16302448823789,289.11733501381497,786.5345765725208,0.9335525254999456,20.53683417427552,7.401505902421976,0.42414330103288983
15.51994747518881,73.83584175230396,617.6736886298553,0.9316465495082155,35.27387175910616,38.1748985754969,0.08068126979543905
18.14865883439906,240.19004120822606,500.2141045852901,0.9236596888748617,39.43994406664412,14.16133212274929,0.34361936063326337
24.16339475021789,224.9719606689918,305.19513677401085,0.9006931222517708,25.804941674799604,23.544922432762846,0.28583242278661875
20.801686603660663,171.70691604837572,305.763420131894,0.8943683180499353,43.15891800941405,32.38377247699632,0.2203965659204867
25.615898067569923,238.71699088201458,637.8784810107909,0.8708470735530054,42.65631267719354,10.770061250492768,0.3472353087914431
12.447537855589854,52.02137711316833,697.1097406869231,0.9272334198897131,37.37315728523559,49.991655665584965,0.06868160229380152
20.38606458325814,213.42916487369004,440.5206416889813,0.8610027106680731,43.9729485052731,18.882773072073164,0.29789872137113116
18.74395875846904,255.36010670962435,732.5766992593369,0.8848777173591614,41.874859919256046,9.424698748160424,0.38243930966779655
19.26710972096581,246.36443754254165,355.0375357707293,0.8514605788711901,32.91981190050842,20.813010107084757,0.34419734159325144
15.814752751661377,62.8818214464709,529.5970275444834,0.9460286998012137,36.20812442110824,51.305302978249,0.0738408349381387
18.63196513119667,174.07747289598427,486.8554325868471,0.8789878630653252,43.832685347676815,20.97150430235512,0.22581146176459915
10.90995992574719,246.04439973500166,308.9677655165451,0.9058819142538654,43.6808563441776,24.838887324297758,0.3654489681989158
24.662948055403806,161.590213659305,702.5179951226571,0.9281631085717627,33.252924632091506,13.728182349121887,0.1838430168317675
12.067444324405516,297.7228752616051,394.62257080643224,0.9360298106289758,36.21995201589385,15.352076223019544,0.4735087489125369
12.311088612202914,237.26858904598504,735.869208837996,0.897743054420237,41.6578814166415,10.741204244515085,0.3419807142447877
19.741392287234458,137.06210797561164,764.5474664934965,0.8716364229296041,44.02639007510477,16.87079779141536,0.1695953294743483
21.68435802118327,214.2053548220581,493.65344853972636,0.9240141985923558,44.635248910108004,15.389290496862063,0.3008858546582747
28.146326766042066,144.60789100111373,638.4178439506406,0.8969918188668909,31.149403006298904,16.659605452325,0.15424134344475623
13.135693679207305,109.80499743808673,455.3612649316117,0.9335430446036884,38.36582483609504,35.72975563768392,0.1229465588860986
16.230363284835313,181.3743179698466,498.52534092009114,0.8962312562962934,31.19878386661228,19.847451220988802,0.21273042832762845
27.883257068388943,193.85810863959532,333.77351997270614,0.9075927026941656,44.73951629636721,23.578191318457115,0.26242586524896
20.929443258663298,76.4490507875606,462.3571452511326,0.863430102558701,42.852261198189765,49.743824052016535,0.09854049308214323
15.844697422734814,203.34327941659927,315.33412301695955,0.8589489875941085,24.843735327528716,29.336922242425015,0.24148472801504015
29.20201473584679,118.16202087696502,750.971375808753,0.9144383789570728,32.344974713928906,16.751989377130585,0.12111015364264768
10.28347703147971,109.6429189586228,314.2996943545784,0.8890217559115527,29.75042207588438,56.22594012971734,0.10617796604459168
27.35876253607884,225.84076221175508,353.588133127064,0.8653706332000538,42.52747075103203,20.18284093766684,0.31979647892561197
12.333425405883638,59.62948765066893,487.414388382844,0.9049606639127085,41.01742854629291,63.995014403777006,0.08133923168352787
14.776525635634952,74.18201426476845,439.8927807487653,0.859502408558768,36.38174144808842,58.34019949496673,0.08316204909160754
11.990308345149892,246.9452773361871,403.084809337072,0.946355601035023,21.997092714162033,17.93825587800896,0.3266264083653937
24.84428278953009,55.3957757499393,488.210788713778,0.9386846790338647,40.00076016431191,56.84071102354247,0.07628054917284863
16.5596539242451,137.8059888430805,595.1843253471359,0.9407926482271257,30.738900393212035,20.761744082456243,0.14385232682984617
14.249463067087378,98.54121795702271,545.2891445672294,0.8682764757203216,36.64335156509456,35.288667864846396,0.10695671527763093
19.342663383209608,133.32704763306856,614.5406162893603,0.9164537378979883,29.85847600530184,20.62365832218145,0.1361118190091146
18.06436358197806,184.93470357017398,455.5743210940886,0.8536094384557561,25.85478793418696,21.87445288376421,0.20952515816267436
24.441326670400194,59.211045128500075,748.0572983364286,0.9184018100706512,38.81777054172334,35.66278294524597,0.07645661090794174
11.91158070601903,73.8513874094633,493.27775809238847,0.8702098224399266,27.0306724705411,53.351406394850116,0.06552259525792675
28.284568104394296,265.9878507868008,302.7848175449362,0.8572106273380766,29.258703351916836,19.944833049031587,0.3822282656667749
14.892595423295873,242.85215814418203,339.2786769730893,0.8766018118374781,33.318532738134174,22.623910711630934,0.33723257250034633
22.452337219645845,278.4236726573549,786.418235966241,0.863981008783021,28.249591212388523,7.870566848041581,0.4102243484038074
18.297494615713756,225.68531614296742,535.5776073791517,0.8926979628950404,28.16350150596742,14.538056258892128,0.29134387838569364
21.689253642918217,265.1382709810042,570.547259979352,0.9345503449475427,27.373451554998837,10.635449403154949,0.37692305851829694
15.999275445414476,229.70718959748206,375.4432131570573,0.8646628840402433,40.56935051521247,21.628111371997843,0.3236606968264151
24.364855011284888,201.049665203309,571.287289015282,0.8883821927704076,31.320267259962872,14.232038577071535,0.2484741317326679
28.284000859034826,168.48585326951604,681.7857285958435,0.8625518920740102,23.767917828080904,13.896988625103504,0.17821567581276723
28.160805702772866,229.9560036760375,625.6925625733375,0.9028390654745919,33.515140409278445,10.618094685764268,0.3100184138370563
20.67424646831576,268.3707360282036,667.4453782044725,0.9468904626775045,44.908304001333576,8.979761567435801,0.4192407155710205
10.040163014081532,87.98827105866448,444.32933556436876,0.938756472884252,44.72302812465636,47.06165249540326,0.11322932855036483
17.579322913154602,72.78992012888322,532.3426425071964,0.9054456156832653,29.589496368513352,45.10373818629283,0.06912496915596972
26.338703000954894,271.5505567054393,553.0629979463997,0.8558217951217914,31.604150978345867,11.003527845663282,0.39968492452362464
22.44926909486339,165.19647027198033,508.2187283623931,0.9239171146233403,44.314977252809186,19.195643834662196,0.21229891879665785
12.153094997363105,100.9928331502412,508.1589211721175,0.8883029086009576,44.65654563349405,36.997851056189916,0.12643986079797154
16.51516318890866,76.7756779095486,394.56068741708066,0.9112952135817813,24.99819667588952,58.06471124797921,0.06460727172395272
20.698919366035337,119.73801792053524,354.01634652660374,0.9078662238139402,41.60665149961706,39.56426432093822,0.14162926792661162
23.124754956055554,138.3073086095854,765.9206044150403,0.9283010948725715,37.570457975116554,15.009630324518312,0.1577195413959971
10.85024236915823,202.36728038845547,725.3998663218763,0.8652853364309694,30.229821372612403,13.475481279615668,0.24896063820894926
15.35080302178789,170.72877713522553,414.6653440592619,0.8572863778609773,33.48133564540349,26.778958255927375,0.1990237001681049
18.506431855976846,131.93706091032703,309.7532962015698,0.8590284772293152,21.87934486364629,44.56914052577001,0.12085993832473177
20.57088132473224,207.63405966612987,553.909590728454,0.8717393597083981,42.305008912680925,15.210967452874316,0.2829836479264659
10.619908353038781,76.39386050421821,338.33548164663694,0.8668964016669796,36.39809742398742,76.58942721238085,0.08508911715551756
11.298190531556436,272.23259890589793,594.0444250536771,0.9211586711525517,20.581791518674933,11.432473665292216,0.3827714523260041
17.963238966928163,110.64485776024227,376.1104047929697,0.9276640962525551,43.436981447604154,40.80114989096358,0.13462333861978126
15.447731405526428,120.55465111252323,644.2211881525891,0.881836723038266,39.22611083546323,23.703874421073216,0.13765184269054898
11.521737195964201,265.7191283024486,790.6461980379802,0.8887708762944024,24.857151021699444,9.097938458919705,0.3740432716640383
23.87097665105342,167.77682941055778,638.4824017796927,0.8810514824389155,26.20473169810138,15.487070889800217,0.18108002275928692
11.211235598355632,87.43435406908463,690.579154979714,0.8735867791967926,20.94707079503366,32.31897786387374,0.06798569917805494
